pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/17/a1/bf/santa-monica-beach.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33052-d117412-Reviews-Santa_Monica_State_Beach-Santa_Monica_California.html'>Santa Monica State Beach</a>,State Parks,4.5,6697.0,#8,11
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/d4/ed/f6/26-mile-bike-path.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33052-d110204-Reviews-26_Mile_Bike_Path-Santa_Monica_California.html'>26-Mile Bike Path</a>,Biking Trails,4.5,1457.0,#30,12
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ea/72/2a/beach.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32490-d2228781-Reviews-Hermosa_Beach_Pier-Hermosa_Beach_California.html'>Hermosa Beach Pier</a>,Piers & Boardwalks,4.5,940.0,#45,13
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e7/b5/f4/zuma-beach-2.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32676-d127533-Reviews-Zuma_Beach-Malibu_California.html'>Zuma Beach</a>,Beaches,4.5,819.0,#52,14
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/11/0f/c7/manhattan-beach.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32678-d261449-Reviews-Manhattan_Beach-Manhattan_Beach_California.html'>Manhattan Beach</a>,Beaches,4.5,1432.0,#31,15
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9d/d3/91/i-ve-always-wanted-to.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33052-d156698-Reviews-Santa_Monica_Bay-Santa_Monica_California.html'>Santa Monica Bay</a>,Bodies of Water,4.5,5343.0,#10,16
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/24/91/71/photo1jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32678-d127279-Reviews-Manhattan_Beach_Pier-Manhattan_Beach_California.html'>Manhattan Beach Pier</a>,Piers & Boardwalks,4.5,876.0,#46,17
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/b3/ff/e3/img-20160622-175022-largejpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32954-d560703-Reviews-Redondo_Beach-Redondo_Beach_California.html'>Redondo Beach</a>,Beaches,4.5,602.0,#66,18
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9d/35/f0/ces-couleurs.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33052-d104238-Reviews-Santa_Monica_Pier-Santa_Monica_California.html'>Santa Monica Pier</a>,Points of Interest & Landmarks,4.0,18866.0,#3,19
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/73/b0/7d/photo3jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32954-d127306-Reviews-Redondo_Beach_Pier-Redondo_Beach_California.html'>Redondo Beach Pier</a>,Piers & Boardwalks,4.0,1304.0,#36,20
